replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	Accession	System	Length_sys	Dist_sys_close	Sys_close	Nb_sys_close	ID_sys_close	Type_sys_close	Assembly	Nuccore	Superkingdom	Phylum	Class	Order	Family	Subfamily	Genus	Species	Genus_source
GCA_020494415.1_ASM2049441v1_translated_cds	lcl|MW794187.1_prot_QVW07595.1_191	dam	191	ADF/Anti_RM/dam	GCA_020494415.1_ASM2049441v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	7.5e-66	216.1	0.996	0.996	1	277	QVW07595.1	dam	1	17445.0					GCA_020494415	MW794187.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494415.1_ASM2049441v1_translated_cds	lcl|MW794187.1_prot_QVW07626.1_222	narp1_adps	222	ADF/NADP/NARP1	GCA_020494415.1_ASM2049441v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW07626.1	NARP1	2	17445.0					GCA_020494415	MW794187.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494415.1_ASM2049441v1_translated_cds	lcl|MW794187.1_prot_QVW07627.1_223	narp1_namat	223	ADF/NADP/NARP1	GCA_020494415.1_ASM2049441v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	2.8000000000000002e-123	405.9	0.525	0.626	1	275	QVW07627.1	NARP1	2	17445.0					GCA_020494415	MW794187.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_008375515.1_ASM837551v1_translated_cds	lcl|MN106245.1_prot_QEM42237.1_32	tifa	32	ADF/Anti_TA/tifa	GCA_008375515.1_ASM837551v1_translated_cds_tifa_5	1	1	1.0	1	tifa	mandatory	92	2.8e-20	66.2	1.0	1.0	1	92	QEM42237.1	tifa	1	38792.0					GCA_008375515	MN106245.1	Viruses	Uroviricota	Caudoviricetes				Marfavirus	Klebsiella phage EI	Klebsiella
GCA_008375515.1_ASM837551v1_translated_cds	lcl|MN106245.1_prot_QEM42317.1_112	acb2	112	ADF/Anti_CBASS/acb2	GCA_008375515.1_ASM837551v1_translated_cds_acb2_2	1	1	1.0	1	acb2	mandatory	88	2.2e-12	41.5	0.926	0.943	4	86	QEM42317.1	acb2	1	2621.0	1.0	1.0	GCA_008375515.1_ASM837551v1_translated_cds_ipii_4	ipii	GCA_008375515	MN106245.1	Viruses	Uroviricota	Caudoviricetes				Marfavirus	Klebsiella phage EI	Klebsiella
GCA_008375515.1_ASM837551v1_translated_cds	lcl|MN106245.1_prot_QEM42324.1_119	ipii	119	ADF/Anti_RM/ipii	GCA_008375515.1_ASM837551v1_translated_cds_ipii_4	1	1	1.0	1	ipii	mandatory	100	2.4999999999999997e-55	179.0	1.0	0.98	1	98	QEM42324.1	ipii	1	2621.0	1.0	1.0	GCA_008375515.1_ASM837551v1_translated_cds_acb2_2	acb2	GCA_008375515	MN106245.1	Viruses	Uroviricota	Caudoviricetes				Marfavirus	Klebsiella phage EI	Klebsiella
GCA_008375515.1_ASM837551v1_translated_cds	lcl|MN106245.1_prot_QEM42362.1_157	acb1	157	ADF/Anti_CBASS/acb1	GCA_008375515.1_ASM837551v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	151	4.299999999999999e-68	221.9	0.993	0.987	1	149	QEM42362.1	acb1	1	14325.0					GCA_008375515	MN106245.1	Viruses	Uroviricota	Caudoviricetes				Marfavirus	Klebsiella phage EI	Klebsiella
GCA_008375515.1_ASM837551v1_translated_cds	lcl|MN106245.1_prot_QEM42416.1_211	alt	211	ADF/Anti_TA/alt	GCA_008375515.1_ASM837551v1_translated_cds_alt_3	1	1	1.0	1	alt	mandatory	714	2.6999999999999996e-289	955.5	1.0	0.999	1	713	QEM42416.1	alt	1	48251.0					GCA_008375515	MN106245.1	Viruses	Uroviricota	Caudoviricetes				Marfavirus	Klebsiella phage EI	Klebsiella
GCA_020494425.1_ASM2049442v1_translated_cds	lcl|MW794186.1_prot_QVW07206.1_24	orba	24	ADF/Anti_BREX/OrbA	GCA_020494425.1_ASM2049442v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.4e-40	128.2	1.0	1.0	1	44	QVW07206.1	OrbA	1	30802.0					GCA_020494425	MW794186.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494425.1_ASM2049442v1_translated_cds	lcl|MW794186.1_prot_QVW07372.1_190	dam	190	ADF/Anti_RM/dam	GCA_020494425.1_ASM2049442v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	7.5e-66	216.1	0.996	0.996	1	277	QVW07372.1	dam	1	17445.0					GCA_020494425	MW794186.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494425.1_ASM2049442v1_translated_cds	lcl|MW794186.1_prot_QVW07403.1_221	narp1_adps	221	ADF/NADP/NARP1	GCA_020494425.1_ASM2049442v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	206	2.3e-50	165.1	0.591	0.942	10	203	QVW07403.1	NARP1	2	17445.0					GCA_020494425	MW794186.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494425.1_ASM2049442v1_translated_cds	lcl|MW794186.1_prot_QVW07404.1_222	narp1_namat	222	ADF/NADP/NARP1	GCA_020494425.1_ASM2049442v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	2.8000000000000002e-123	405.9	0.525	0.626	1	275	QVW07404.1	NARP1	2	17445.0					GCA_020494425	MW794186.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_008375555.1_ASM837555v1_translated_cds	lcl|MN153503.1_prot_QEM43215.1_161	tad1	161	ADF/Anti_Thoeris/tad1	GCA_008375555.1_ASM837555v1_translated_cds_tad1_2	1	1	1.0	1	tad1	mandatory	123	2.3e-47	154.2	0.983	0.959	6	123	QEM43215.1	tad1	1	22300.0					GCA_008375555	MN153503.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Bequatrovirus	Bacillus phage Chotacabras	Bacillus
GCA_008375555.1_ASM837555v1_translated_cds	lcl|MN153503.1_prot_QEM43265.1_211	apyc1	211	ADF/Anti_Pycsar/apyc1	GCA_008375555.1_ASM837555v1_translated_cds_apyc1_1	1	1	1.0	1	apyc1	mandatory	240	1.2e-33	110.7	0.753	0.958	2	231	QEM43265.1	apyc1	1	22300.0					GCA_008375555	MN153503.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Bequatrovirus	Bacillus phage Chotacabras	Bacillus
GCA_020494435.1_ASM2049443v1_translated_cds	lcl|MW794185.1_prot_QVW06985.1_24	orba	24	ADF/Anti_BREX/OrbA	GCA_020494435.1_ASM2049443v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.3e-40	128.2	1.0	1.0	1	44	QVW06985.1	OrbA	1	30801.0					GCA_020494435	MW794185.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494435.1_ASM2049443v1_translated_cds	lcl|MW794185.1_prot_QVW07150.1_189	dam	189	ADF/Anti_RM/dam	GCA_020494435.1_ASM2049443v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	7.5e-66	216.1	0.996	0.996	1	277	QVW07150.1	dam	1	17445.0					GCA_020494435	MW794185.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494435.1_ASM2049443v1_translated_cds	lcl|MW794185.1_prot_QVW07181.1_220	narp1_adps	220	ADF/NADP/NARP1	GCA_020494435.1_ASM2049443v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW07181.1	NARP1	2	17445.0					GCA_020494435	MW794185.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494435.1_ASM2049443v1_translated_cds	lcl|MW794185.1_prot_QVW07182.1_221	narp1_namat	221	ADF/NADP/NARP1	GCA_020494435.1_ASM2049443v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	2.8000000000000002e-123	405.9	0.525	0.626	1	275	QVW07182.1	NARP1	2	17445.0					GCA_020494435	MW794185.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_008375575.1_ASM837557v1_translated_cds	lcl|MN103543.1_prot_QEM41946.1_217	tad1	217	ADF/Anti_Thoeris/tad1	GCA_008375575.1_ASM837557v1_translated_cds_tad1_2	1	1	1.0	1	tad1	mandatory	193	5.4e-21	69.5	0.669	0.42	111	191	QEM41946.1	tad1	1	42826.0					GCA_008375575	MN103543.1	Viruses	Uroviricota	Caudoviricetes					Pseudomonas phage vB_PaeM_PS119XW	Pseudomonas
GCA_008375575.1_ASM837557v1_translated_cds	lcl|MN103543.1_prot_QEM42009.1_280	narp1_adps	280	ADF/NADP/NARP1	GCA_008375575.1_ASM837557v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	295	3.2e-89	293.5	0.851	0.919	5	275	QEM42009.1	NARP1	2	42826.0					GCA_008375575	MN103543.1	Viruses	Uroviricota	Caudoviricetes					Pseudomonas phage vB_PaeM_PS119XW	Pseudomonas
GCA_008375575.1_ASM837557v1_translated_cds	lcl|MN103543.1_prot_QEM42010.1_281	narp1_namat	281	ADF/NADP/NARP1	GCA_008375575.1_ASM837557v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	588	6.9e-203	669.4	0.989	0.993	4	587	QEM42010.1	NARP1	2	42826.0					GCA_008375575	MN103543.1	Viruses	Uroviricota	Caudoviricetes					Pseudomonas phage vB_PaeM_PS119XW	Pseudomonas
GCA_020494445.1_ASM2049444v1_translated_cds	lcl|MW794184.1_prot_QVW06763.1_24	orba	24	ADF/Anti_BREX/OrbA	GCA_020494445.1_ASM2049444v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.4e-40	128.2	1.0	1.0	1	44	QVW06763.1	OrbA	1	30801.0					GCA_020494445	MW794184.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494445.1_ASM2049444v1_translated_cds	lcl|MW794184.1_prot_QVW06929.1_190	dam	190	ADF/Anti_RM/dam	GCA_020494445.1_ASM2049444v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	7.5e-66	216.1	0.996	0.996	1	277	QVW06929.1	dam	1	17445.0					GCA_020494445	MW794184.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494445.1_ASM2049444v1_translated_cds	lcl|MW794184.1_prot_QVW06960.1_221	narp1_adps	221	ADF/NADP/NARP1	GCA_020494445.1_ASM2049444v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW06960.1	NARP1	2	17445.0					GCA_020494445	MW794184.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494445.1_ASM2049444v1_translated_cds	lcl|MW794184.1_prot_QVW06961.1_222	narp1_namat	222	ADF/NADP/NARP1	GCA_020494445.1_ASM2049444v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	2.8000000000000002e-123	405.9	0.525	0.626	1	275	QVW06961.1	NARP1	2	17445.0					GCA_020494445	MW794184.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_007923745.1_ASM792374v1_translated_cds	lcl|MH719194.1_prot_AYD80571.1_39	acb2	39	ADF/Anti_CBASS/acb2	GCA_007923745.1_ASM792374v1_translated_cds_acb2_1	1	1	1.0	1	acb2	mandatory	108	2.0999999999999999e-41	132.2	0.979	0.991	1	107	AYD80571.1	acb2	1						GCA_007923745	MH719194.1	Viruses	Uroviricota	Caudoviricetes				Beetrevirus	Pseudomonas phage Ps60	Pseudomonas
GCA_020494455.1_ASM2049445v1_translated_cds	lcl|MW794183.1_prot_QVW06535.1_23	orba	23	ADF/Anti_BREX/OrbA	GCA_020494455.1_ASM2049445v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.5e-40	128.2	1.0	1.0	1	44	QVW06535.1	OrbA	1	28257.0					GCA_020494455	MW794183.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494455.1_ASM2049445v1_translated_cds	lcl|MW794183.1_prot_QVW06710.1_198	dam	198	ADF/Anti_RM/dam	GCA_020494455.1_ASM2049445v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	2e-65	214.7	0.996	0.996	1	277	QVW06710.1	dam	1	15558.0					GCA_020494455	MW794183.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494455.1_ASM2049445v1_translated_cds	lcl|MW794183.1_prot_QVW06738.1_226	narp1_adps	226	ADF/NADP/NARP1	GCA_020494455.1_ASM2049445v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW06738.1	NARP1	2	15558.0					GCA_020494455	MW794183.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494455.1_ASM2049445v1_translated_cds	lcl|MW794183.1_prot_QVW06739.1_227	narp1_namat	227	ADF/NADP/NARP1	GCA_020494455.1_ASM2049445v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	1.2e-123	407.1	0.525	0.626	1	275	QVW06739.1	NARP1	2	15558.0					GCA_020494455	MW794183.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494465.1_ASM2049446v1_translated_cds	lcl|MW794182.1_prot_QVW06308.1_23	orba	23	ADF/Anti_BREX/OrbA	GCA_020494465.1_ASM2049446v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.5e-40	128.2	1.0	1.0	1	44	QVW06308.1	OrbA	1	28180.0					GCA_020494465	MW794182.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494465.1_ASM2049446v1_translated_cds	lcl|MW794182.1_prot_QVW06483.1_198	dam	198	ADF/Anti_RM/dam	GCA_020494465.1_ASM2049446v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	2e-65	214.7	0.996	0.996	1	277	QVW06483.1	dam	1	15481.0					GCA_020494465	MW794182.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494465.1_ASM2049446v1_translated_cds	lcl|MW794182.1_prot_QVW06511.1_226	narp1_adps	226	ADF/NADP/NARP1	GCA_020494465.1_ASM2049446v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW06511.1	NARP1	2	15481.0					GCA_020494465	MW794182.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494465.1_ASM2049446v1_translated_cds	lcl|MW794182.1_prot_QVW06512.1_227	narp1_namat	227	ADF/NADP/NARP1	GCA_020494465.1_ASM2049446v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	1.2e-123	407.1	0.525	0.626	1	275	QVW06512.1	NARP1	2	15481.0					GCA_020494465	MW794182.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494475.1_ASM2049447v1_translated_cds	lcl|MW794181.1_prot_QVW06085.1_23	orba	23	ADF/Anti_BREX/OrbA	GCA_020494475.1_ASM2049447v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.4e-40	128.2	1.0	1.0	1	44	QVW06085.1	OrbA	1	30124.0					GCA_020494475	MW794181.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494475.1_ASM2049447v1_translated_cds	lcl|MW794181.1_prot_QVW06253.1_191	dam	191	ADF/Anti_RM/dam	GCA_020494475.1_ASM2049447v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	7.5e-66	216.1	0.996	0.996	1	277	QVW06253.1	dam	1	17445.0					GCA_020494475	MW794181.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494475.1_ASM2049447v1_translated_cds	lcl|MW794181.1_prot_QVW06284.1_222	narp1_adps	222	ADF/NADP/NARP1	GCA_020494475.1_ASM2049447v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW06284.1	NARP1	2	17445.0					GCA_020494475	MW794181.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494475.1_ASM2049447v1_translated_cds	lcl|MW794181.1_prot_QVW06285.1_223	narp1_namat	223	ADF/NADP/NARP1	GCA_020494475.1_ASM2049447v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	2.8000000000000002e-123	405.9	0.525	0.626	1	275	QVW06285.1	NARP1	2	17445.0					GCA_020494475	MW794181.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_007998195.1_ASM799819v1_translated_cds	lcl|MK443264.1_prot_QBP28038.1_23	narp1_namat	23	ADF/NADP/NARP1	GCA_007998195.1_ASM799819v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	501	1.5e-190	627.5	0.875	0.992	3	499	QBP28038.1	NARP1	4						GCA_007998195	MK443264.1	Viruses	Uroviricota	Caudoviricetes				Pakpunavirus	Pseudomonas phage ITTPL	Pseudomonas
GCA_007998195.1_ASM799819v1_translated_cds	lcl|MK443264.1_prot_QBP28041.1_26	narp1_adps	26	ADF/NADP/NARP1	GCA_007998195.1_ASM799819v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	288	2.5e-88	289.5	0.858	0.913	21	283	QBP28041.1	NARP1	4						GCA_007998195	MK443264.1	Viruses	Uroviricota	Caudoviricetes				Pakpunavirus	Pseudomonas phage ITTPL	Pseudomonas
GCA_020494485.1_ASM2049448v1_translated_cds	lcl|MW794180.1_prot_QVW05858.1_23	orba	23	ADF/Anti_BREX/OrbA	GCA_020494485.1_ASM2049448v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.5e-40	128.2	1.0	1.0	1	44	QVW05858.1	OrbA	1	28172.0					GCA_020494485	MW794180.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494485.1_ASM2049448v1_translated_cds	lcl|MW794180.1_prot_QVW06033.1_198	dam	198	ADF/Anti_RM/dam	GCA_020494485.1_ASM2049448v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	2e-65	214.7	0.996	0.996	1	277	QVW06033.1	dam	1	15481.0					GCA_020494485	MW794180.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494485.1_ASM2049448v1_translated_cds	lcl|MW794180.1_prot_QVW06061.1_226	narp1_adps	226	ADF/NADP/NARP1	GCA_020494485.1_ASM2049448v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW06061.1	NARP1	2	15481.0					GCA_020494485	MW794180.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494485.1_ASM2049448v1_translated_cds	lcl|MW794180.1_prot_QVW06062.1_227	narp1_namat	227	ADF/NADP/NARP1	GCA_020494485.1_ASM2049448v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	2.2e-122	402.9	0.525	0.626	1	275	QVW06062.1	NARP1	2	15481.0					GCA_020494485	MW794180.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494495.1_ASM2049449v1_translated_cds	lcl|MW794179.1_prot_QVW05633.1_23	orba	23	ADF/Anti_BREX/OrbA	GCA_020494495.1_ASM2049449v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.5e-40	128.2	1.0	1.0	1	44	QVW05633.1	OrbA	1	28172.0					GCA_020494495	MW794179.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494495.1_ASM2049449v1_translated_cds	lcl|MW794179.1_prot_QVW05806.1_196	dam	196	ADF/Anti_RM/dam	GCA_020494495.1_ASM2049449v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	2e-65	214.7	0.996	0.996	1	277	QVW05806.1	dam	1	15481.0					GCA_020494495	MW794179.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494495.1_ASM2049449v1_translated_cds	lcl|MW794179.1_prot_QVW05834.1_224	narp1_adps	224	ADF/NADP/NARP1	GCA_020494495.1_ASM2049449v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW05834.1	NARP1	2	15481.0					GCA_020494495	MW794179.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494495.1_ASM2049449v1_translated_cds	lcl|MW794179.1_prot_QVW05835.1_225	narp1_namat	225	ADF/NADP/NARP1	GCA_020494495.1_ASM2049449v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	2.2e-122	402.9	0.525	0.626	1	275	QVW05835.1	NARP1	2	15481.0					GCA_020494495	MW794179.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494505.1_ASM2049450v1_translated_cds	lcl|MW794178.1_prot_QVW05409.1_19	orba	19	ADF/Anti_BREX/OrbA	GCA_020494505.1_ASM2049450v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.3e-40	128.2	1.0	1.0	1	44	QVW05409.1	OrbA	1	29043.0					GCA_020494505	MW794178.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494505.1_ASM2049450v1_translated_cds	lcl|MW794178.1_prot_QVW05578.1_188	dam	188	ADF/Anti_RM/dam	GCA_020494505.1_ASM2049450v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	7.4e-66	216.1	0.996	0.996	1	277	QVW05578.1	dam	1	17445.0					GCA_020494505	MW794178.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494505.1_ASM2049450v1_translated_cds	lcl|MW794178.1_prot_QVW05609.1_219	narp1_adps	219	ADF/NADP/NARP1	GCA_020494505.1_ASM2049450v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW05609.1	NARP1	2	17445.0					GCA_020494505	MW794178.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494505.1_ASM2049450v1_translated_cds	lcl|MW794178.1_prot_QVW05610.1_220	narp1_namat	220	ADF/NADP/NARP1	GCA_020494505.1_ASM2049450v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	2.8000000000000002e-123	405.9	0.525	0.626	1	275	QVW05610.1	NARP1	2	17445.0					GCA_020494505	MW794178.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_008605785.2_ASM860578v2_translated_cds	lcl|MN172529.2_prot_QEP53129.2_129	narp1_adps	129	ADF/NADP/NARP1	GCA_008605785.2_ASM860578v2_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	304	9.9e-48	156.2	0.834	0.918	11	289	QEP53129.2	NARP1	2	35708.0					GCA_008605785	MN172529.2	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Jasinkavirinae	Pecentumvirus	Pecentumvirus LP048	Listeria
GCA_008605785.2_ASM860578v2_translated_cds	lcl|MN172529.2_prot_QEP53130.2_130	narp1_namat	130	ADF/NADP/NARP1	GCA_008605785.2_ASM860578v2_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	594	1.0999999999999999e-200	661.0	0.992	0.99	3	590	QEP53130.2	NARP1	2	35708.0					GCA_008605785	MN172529.2	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Jasinkavirinae	Pecentumvirus	Pecentumvirus LP048	Listeria
GCA_008605785.2_ASM860578v2_translated_cds	lcl|MN172529.2_prot_QEP53182.2_182	acriia4	182	ADF/Anti_CRISPR/acriia4	GCA_008605785.2_ASM860578v2_translated_cds_acriia4_2	1	1	1.0	1	acriia4	mandatory	147	2.2e-29	94.8	0.989	0.524	1	77	QEP53182.2	acriia4	1	35708.0					GCA_008605785	MN172529.2	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Jasinkavirinae	Pecentumvirus	Pecentumvirus LP048	Listeria
GCA_020494515.1_ASM2049451v1_translated_cds	lcl|MW794177.1_prot_QVW05185.1_23	orba	23	ADF/Anti_BREX/OrbA	GCA_020494515.1_ASM2049451v1_translated_cds_OrbA_2	1	1	1.0	1	orba	mandatory	44	7.6e-40	128.2	1.0	1.0	1	44	QVW05185.1	OrbA	1	28180.0					GCA_020494515	MW794177.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494515.1_ASM2049451v1_translated_cds	lcl|MW794177.1_prot_QVW05361.1_199	dam	199	ADF/Anti_RM/dam	GCA_020494515.1_ASM2049451v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	278	2e-65	214.7	0.996	0.996	1	277	QVW05361.1	dam	1	15481.0					GCA_020494515	MW794177.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494515.1_ASM2049451v1_translated_cds	lcl|MW794177.1_prot_QVW05389.1_227	narp1_adps	227	ADF/NADP/NARP1	GCA_020494515.1_ASM2049451v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	280	1.6e-76	251.0	0.814	0.925	10	268	QVW05389.1	NARP1	2	15481.0					GCA_020494515	MW794177.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_020494515.1_ASM2049451v1_translated_cds	lcl|MW794177.1_prot_QVW05390.1_228	narp1_namat	228	ADF/NADP/NARP1	GCA_020494515.1_ASM2049451v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	439	1.2e-123	407.1	0.525	0.626	1	275	QVW05390.1	NARP1	2	15481.0					GCA_020494515	MW794177.1	Viruses	Uroviricota	Caudoviricetes					Vibrio phage ICP1	Vibrio
GCA_007998415.2_ASM799841v2_translated_cds	lcl|MN070121.2_prot_QEA10339.1_11	orf148	11	ADF/Other/orf148	GCA_007998415.2_ASM799841v2_translated_cds_orf148_2	1	1	1.0	1	orf148	mandatory	105	3.4e-42	135.6	0.945	0.99	1	104	QEA10339.1	orf148	1	9362.0					GCA_007998415	MN070121.2	Viruses	Uroviricota	Caudoviricetes			Guernseyvirinae	Cornellvirus	Salmonella phage Shemara	Salmonella
